ID,源实体ID,目标实体ID,关系类型,强度,描述,跨域,置信度
resource_role_relation_418,detailed_36,detailed_23,依赖,0.6,器械师依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_419,detailed_37,detailed_23,依赖,0.6,评印官依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_420,detailed_38,detailed_23,依赖,0.6,学徒候选人依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_421,detailed_39,detailed_23,依赖,0.6,贸易商依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_422,detailed_52,detailed_23,依赖,0.6,军镇都尉依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_423,detailed_53,detailed_23,依赖,0.6,断链祭司依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_424,detailed_54,detailed_23,依赖,0.6,部落首领依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_425,detailed_55,detailed_23,依赖,0.6,天域密探依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_426,detailed_56,detailed_23,依赖,0.6,边防军官依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_427,detailed_57,detailed_23,依赖,0.6,走私头目依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_428,detailed_58,detailed_23,依赖,0.6,边境商人依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_429,detailed_59,detailed_23,依赖,0.6,流民组织依赖链墨/链纤维采购进行工作,False,0.7
resource_role_relation_430,detailed_12,detailed_24,依赖,0.6,巡链官依赖学徒名额进行工作,False,0.7
resource_role_relation_431,detailed_13,detailed_24,依赖,0.6,缚司依赖学徒名额进行工作,False,0.7
resource_role_relation_432,detailed_14,detailed_24,依赖,0.6,乡祭/里正依赖学徒名额进行工作,False,0.7
resource_role_relation_433,detailed_15,detailed_24,依赖,0.6,被降等的黑籍户依赖学徒名额进行工作,False,0.7
resource_role_relation_434,detailed_16,detailed_24,依赖,0.6,税收官依赖学徒名额进行工作,False,0.7
resource_role_relation_435,detailed_17,detailed_24,依赖,0.6,链籍官依赖学徒名额进行工作,False,0.7
resource_role_relation_436,detailed_18,detailed_24,依赖,0.6,地方领主依赖学徒名额进行工作,False,0.7
resource_role_relation_437,detailed_19,detailed_24,依赖,0.6,民兵组织依赖学徒名额进行工作,False,0.7
resource_role_relation_438,detailed_32,detailed_24,依赖,0.6,评印院执事依赖学徒名额进行工作,False,0.7
resource_role_relation_439,detailed_33,detailed_24,依赖,0.6,链算所监理依赖学徒名额进行工作,False,0.7
resource_role_relation_440,detailed_34,detailed_24,依赖,0.6,宗匠依赖学徒名额进行工作,False,0.7
resource_role_relation_441,detailed_35,detailed_24,依赖,0.6,公会头人依赖学徒名额进行工作,False,0.7
resource_role_relation_442,detailed_36,detailed_24,依赖,0.6,器械师依赖学徒名额进行工作,False,0.7
resource_role_relation_443,detailed_37,detailed_24,依赖,0.6,评印官依赖学徒名额进行工作,False,0.7
resource_role_relation_444,detailed_38,detailed_24,依赖,0.6,学徒候选人依赖学徒名额进行工作,False,0.7
resource_role_relation_445,detailed_39,detailed_24,依赖,0.6,贸易商依赖学徒名额进行工作,False,0.7
resource_role_relation_446,detailed_52,detailed_24,依赖,0.6,军镇都尉依赖学徒名额进行工作,False,0.7
resource_role_relation_447,detailed_53,detailed_24,依赖,0.6,断链祭司依赖学徒名额进行工作,False,0.7
resource_role_relation_448,detailed_54,detailed_24,依赖,0.6,部落首领依赖学徒名额进行工作,False,0.7
resource_role_relation_449,detailed_55,detailed_24,依赖,0.6,天域密探依赖学徒名额进行工作,False,0.7
resource_role_relation_450,detailed_56,detailed_24,依赖,0.6,边防军官依赖学徒名额进行工作,False,0.7
resource_role_relation_451,detailed_57,detailed_24,依赖,0.6,走私头目依赖学徒名额进行工作,False,0.7
resource_role_relation_452,detailed_58,detailed_24,依赖,0.6,边境商人依赖学徒名额进行工作,False,0.7
resource_role_relation_453,detailed_59,detailed_24,依赖,0.6,流民组织依赖学徒名额进行工作,False,0.7
resource_role_relation_454,detailed_12,detailed_25,依赖,0.6,巡链官依赖器械供应进行工作,False,0.7
resource_role_relation_455,detailed_13,detailed_25,依赖,0.6,缚司依赖器械供应进行工作,False,0.7
resource_role_relation_456,detailed_14,detailed_25,依赖,0.6,乡祭/里正依赖器械供应进行工作,False,0.7
resource_role_relation_457,detailed_15,detailed_25,依赖,0.6,被降等的黑籍户依赖器械供应进行工作,False,0.7
resource_role_relation_458,detailed_16,detailed_25,依赖,0.6,税收官依赖器械供应进行工作,False,0.7
resource_role_relation_459,detailed_17,detailed_25,依赖,0.6,链籍官依赖器械供应进行工作,False,0.7
resource_role_relation_460,detailed_18,detailed_25,依赖,0.6,地方领主依赖器械供应进行工作,False,0.7
resource_role_relation_461,detailed_19,detailed_25,依赖,0.6,民兵组织依赖器械供应进行工作,False,0.7
resource_role_relation_462,detailed_32,detailed_25,依赖,0.6,评印院执事依赖器械供应进行工作,False,0.7
resource_role_relation_463,detailed_33,detailed_25,依赖,0.6,链算所监理依赖器械供应进行工作,False,0.7
resource_role_relation_464,detailed_34,detailed_25,依赖,0.6,宗匠依赖器械供应进行工作,False,0.7
resource_role_relation_465,detailed_35,detailed_25,依赖,0.6,公会头人依赖器械供应进行工作,False,0.7
resource_role_relation_466,detailed_36,detailed_25,依赖,0.6,器械师依赖器械供应进行工作,False,0.7
resource_role_relation_467,detailed_37,detailed_25,依赖,0.6,评印官依赖器械供应进行工作,False,0.7
resource_role_relation_468,detailed_38,detailed_25,依赖,0.6,学徒候选人依赖器械供应进行工作,False,0.7
resource_role_relation_469,detailed_39,detailed_25,依赖,0.6,贸易商依赖器械供应进行工作,False,0.7
resource_role_relation_470,detailed_52,detailed_25,依赖,0.6,军镇都尉依赖器械供应进行工作,False,0.7
resource_role_relation_471,detailed_53,detailed_25,依赖,0.6,断链祭司依赖器械供应进行工作,False,0.7
resource_role_relation_472,detailed_54,detailed_25,依赖,0.6,部落首领依赖器械供应进行工作,False,0.7
resource_role_relation_473,detailed_55,detailed_25,依赖,0.6,天域密探依赖器械供应进行工作,False,0.7
resource_role_relation_474,detailed_56,detailed_25,依赖,0.6,边防军官依赖器械供应进行工作,False,0.7
resource_role_relation_475,detailed_57,detailed_25,依赖,0.6,走私头目依赖器械供应进行工作,False,0.7
resource_role_relation_476,detailed_58,detailed_25,依赖,0.6,边境商人依赖器械供应进行工作,False,0.7
resource_role_relation_477,detailed_59,detailed_25,依赖,0.6,流民组织依赖器械供应进行工作,False,0.7
resource_role_relation_478,detailed_12,detailed_40,依赖,0.6,巡链官依赖链矿坐标进行工作,False,0.7
resource_role_relation_479,detailed_13,detailed_40,依赖,0.6,缚司依赖链矿坐标进行工作,False,0.7
resource_role_relation_480,detailed_14,detailed_40,依赖,0.6,乡祭/里正依赖链矿坐标进行工作,False,0.7
resource_role_relation_481,detailed_15,detailed_40,依赖,0.6,被降等的黑籍户依赖链矿坐标进行工作,False,0.7
resource_role_relation_482,detailed_16,detailed_40,依赖,0.6,税收官依赖链矿坐标进行工作,False,0.7
resource_role_relation_483,detailed_17,detailed_40,依赖,0.6,链籍官依赖链矿坐标进行工作,False,0.7
resource_role_relation_484,detailed_18,detailed_40,依赖,0.6,地方领主依赖链矿坐标进行工作,False,0.7
resource_role_relation_485,detailed_19,detailed_40,依赖,0.6,民兵组织依赖链矿坐标进行工作,False,0.7
resource_role_relation_486,detailed_32,detailed_40,依赖,0.6,评印院执事依赖链矿坐标进行工作,False,0.7
resource_role_relation_487,detailed_33,detailed_40,依赖,0.6,链算所监理依赖链矿坐标进行工作,False,0.7
resource_role_relation_488,detailed_34,detailed_40,依赖,0.6,宗匠依赖链矿坐标进行工作,False,0.7
resource_role_relation_489,detailed_35,detailed_40,依赖,0.6,公会头人依赖链矿坐标进行工作,False,0.7
resource_role_relation_490,detailed_36,detailed_40,依赖,0.6,器械师依赖链矿坐标进行工作,False,0.7
resource_role_relation_491,detailed_37,detailed_40,依赖,0.6,评印官依赖链矿坐标进行工作,False,0.7
resource_role_relation_492,detailed_38,detailed_40,依赖,0.6,学徒候选人依赖链矿坐标进行工作,False,0.7
resource_role_relation_493,detailed_39,detailed_40,依赖,0.6,贸易商依赖链矿坐标进行工作,False,0.7
resource_role_relation_494,detailed_52,detailed_40,依赖,0.6,军镇都尉依赖链矿坐标进行工作,False,0.7
resource_role_relation_495,detailed_53,detailed_40,依赖,0.6,断链祭司依赖链矿坐标进行工作,False,0.7
resource_role_relation_496,detailed_54,detailed_40,依赖,0.6,部落首领依赖链矿坐标进行工作,False,0.7
resource_role_relation_497,detailed_55,detailed_40,依赖,0.6,天域密探依赖链矿坐标进行工作,False,0.7
resource_role_relation_498,detailed_56,detailed_40,依赖,0.6,边防军官依赖链矿坐标进行工作,False,0.7
resource_role_relation_499,detailed_57,detailed_40,依赖,0.6,走私头目依赖链矿坐标进行工作,False,0.7
resource_role_relation_500,detailed_58,detailed_40,依赖,0.6,边境商人依赖链矿坐标进行工作,False,0.7
resource_role_relation_501,detailed_59,detailed_40,依赖,0.6,流民组织依赖链矿坐标进行工作,False,0.7
resource_role_relation_502,detailed_12,detailed_41,依赖,0.6,巡链官依赖断链者引渡进行工作,False,0.7
resource_role_relation_503,detailed_13,detailed_41,依赖,0.6,缚司依赖断链者引渡进行工作,False,0.7
resource_role_relation_504,detailed_14,detailed_41,依赖,0.6,乡祭/里正依赖断链者引渡进行工作,False,0.7
resource_role_relation_505,detailed_15,detailed_41,依赖,0.6,被降等的黑籍户依赖断链者引渡进行工作,False,0.7
resource_role_relation_506,detailed_16,detailed_41,依赖,0.6,税收官依赖断链者引渡进行工作,False,0.7
resource_role_relation_507,detailed_17,detailed_41,依赖,0.6,链籍官依赖断链者引渡进行工作,False,0.7
resource_role_relation_508,detailed_18,detailed_41,依赖,0.6,地方领主依赖断链者引渡进行工作,False,0.7
resource_role_relation_509,detailed_19,detailed_41,依赖,0.6,民兵组织依赖断链者引渡进行工作,False,0.7
resource_role_relation_510,detailed_32,detailed_41,依赖,0.6,评印院执事依赖断链者引渡进行工作,False,0.7
resource_role_relation_511,detailed_33,detailed_41,依赖,0.6,链算所监理依赖断链者引渡进行工作,False,0.7
resource_role_relation_512,detailed_34,detailed_41,依赖,0.6,宗匠依赖断链者引渡进行工作,False,0.7
resource_role_relation_513,detailed_35,detailed_41,依赖,0.6,公会头人依赖断链者引渡进行工作,False,0.7
resource_role_relation_514,detailed_36,detailed_41,依赖,0.6,器械师依赖断链者引渡进行工作,False,0.7
resource_role_relation_515,detailed_37,detailed_41,依赖,0.6,评印官依赖断链者引渡进行工作,False,0.7
resource_role_relation_516,detailed_38,detailed_41,依赖,0.6,学徒候选人依赖断链者引渡进行工作,False,0.7
resource_role_relation_517,detailed_39,detailed_41,依赖,0.6,贸易商依赖断链者引渡进行工作,False,0.7
resource_role_relation_518,detailed_52,detailed_41,依赖,0.6,军镇都尉依赖断链者引渡进行工作,False,0.7
resource_role_relation_519,detailed_53,detailed_41,依赖,0.6,断链祭司依赖断链者引渡进行工作,False,0.7
resource_role_relation_520,detailed_54,detailed_41,依赖,0.6,部落首领依赖断链者引渡进行工作,False,0.7
resource_role_relation_521,detailed_55,detailed_41,依赖,0.6,天域密探依赖断链者引渡进行工作,False,0.7
resource_role_relation_522,detailed_56,detailed_41,依赖,0.6,边防军官依赖断链者引渡进行工作,False,0.7
resource_role_relation_523,detailed_57,detailed_41,依赖,0.6,走私头目依赖断链者引渡进行工作,False,0.7
resource_role_relation_524,detailed_58,detailed_41,依赖,0.6,边境商人依赖断链者引渡进行工作,False,0.7
resource_role_relation_525,detailed_59,detailed_41,依赖,0.6,流民组织依赖断链者引渡进行工作,False,0.7
resource_role_relation_526,detailed_12,detailed_42,依赖,0.6,巡链官依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_527,detailed_13,detailed_42,依赖,0.6,缚司依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_528,detailed_14,detailed_42,依赖,0.6,乡祭/里正依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_529,detailed_15,detailed_42,依赖,0.6,被降等的黑籍户依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_530,detailed_16,detailed_42,依赖,0.6,税收官依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_531,detailed_17,detailed_42,依赖,0.6,链籍官依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_532,detailed_18,detailed_42,依赖,0.6,地方领主依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_533,detailed_19,detailed_42,依赖,0.6,民兵组织依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_534,detailed_32,detailed_42,依赖,0.6,评印院执事依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_535,detailed_33,detailed_42,依赖,0.6,链算所监理依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_536,detailed_34,detailed_42,依赖,0.6,宗匠依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_537,detailed_35,detailed_42,依赖,0.6,公会头人依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_538,detailed_36,detailed_42,依赖,0.6,器械师依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_539,detailed_37,detailed_42,依赖,0.6,评印官依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_540,detailed_38,detailed_42,依赖,0.6,学徒候选人依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_541,detailed_39,detailed_42,依赖,0.6,贸易商依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_542,detailed_52,detailed_42,依赖,0.6,军镇都尉依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_543,detailed_53,detailed_42,依赖,0.6,断链祭司依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_544,detailed_54,detailed_42,依赖,0.6,部落首领依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_545,detailed_55,detailed_42,依赖,0.6,天域密探依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_546,detailed_56,detailed_42,依赖,0.6,边防军官依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_547,detailed_57,detailed_42,依赖,0.6,走私头目依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_548,detailed_58,detailed_42,依赖,0.6,边境商人依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_549,detailed_59,detailed_42,依赖,0.6,流民组织依赖边境军镇补给线进行工作,False,0.7
resource_role_relation_550,detailed_12,detailed_43,依赖,0.6,巡链官依赖边贸粮盐进行工作,False,0.7
resource_role_relation_551,detailed_13,detailed_43,依赖,0.6,缚司依赖边贸粮盐进行工作,False,0.7
resource_role_relation_552,detailed_14,detailed_43,依赖,0.6,乡祭/里正依赖边贸粮盐进行工作,False,0.7
resource_role_relation_553,detailed_15,detailed_43,依赖,0.6,被降等的黑籍户依赖边贸粮盐进行工作,False,0.7
resource_role_relation_554,detailed_16,detailed_43,依赖,0.6,税收官依赖边贸粮盐进行工作,False,0.7
resource_role_relation_555,detailed_17,detailed_43,依赖,0.6,链籍官依赖边贸粮盐进行工作,False,0.7
resource_role_relation_556,detailed_18,detailed_43,依赖,0.6,地方领主依赖边贸粮盐进行工作,False,0.7
resource_role_relation_557,detailed_19,detailed_43,依赖,0.6,民兵组织依赖边贸粮盐进行工作,False,0.7
resource_role_relation_558,detailed_32,detailed_43,依赖,0.6,评印院执事依赖边贸粮盐进行工作,False,0.7
resource_role_relation_559,detailed_33,detailed_43,依赖,0.6,链算所监理依赖边贸粮盐进行工作,False,0.7
resource_role_relation_560,detailed_34,detailed_43,依赖,0.6,宗匠依赖边贸粮盐进行工作,False,0.7
resource_role_relation_561,detailed_35,detailed_43,依赖,0.6,公会头人依赖边贸粮盐进行工作,False,0.7
resource_role_relation_562,detailed_36,detailed_43,依赖,0.6,器械师依赖边贸粮盐进行工作,False,0.7
resource_role_relation_563,detailed_37,detailed_43,依赖,0.6,评印官依赖边贸粮盐进行工作,False,0.7
resource_role_relation_564,detailed_38,detailed_43,依赖,0.6,学徒候选人依赖边贸粮盐进行工作,False,0.7
resource_role_relation_565,detailed_39,detailed_43,依赖,0.6,贸易商依赖边贸粮盐进行工作,False,0.7
resource_role_relation_566,detailed_52,detailed_43,依赖,0.6,军镇都尉依赖边贸粮盐进行工作,False,0.7
resource_role_relation_567,detailed_53,detailed_43,依赖,0.6,断链祭司依赖边贸粮盐进行工作,False,0.7
resource_role_relation_568,detailed_54,detailed_43,依赖,0.6,部落首领依赖边贸粮盐进行工作,False,0.7
resource_role_relation_569,detailed_55,detailed_43,依赖,0.6,天域密探依赖边贸粮盐进行工作,False,0.7
resource_role_relation_570,detailed_56,detailed_43,依赖,0.6,边防军官依赖边贸粮盐进行工作,False,0.7
resource_role_relation_571,detailed_57,detailed_43,依赖,0.6,走私头目依赖边贸粮盐进行工作,False,0.7
resource_role_relation_572,detailed_58,detailed_43,依赖,0.6,边境商人依赖边贸粮盐进行工作,False,0.7
resource_role_relation_573,detailed_59,detailed_43,依赖,0.6,流民组织依赖边贸粮盐进行工作,False,0.7
resource_role_relation_574,detailed_12,detailed_44,依赖,0.6,巡链官依赖链矿走带进行工作,False,0.7
resource_role_relation_575,detailed_13,detailed_44,依赖,0.6,缚司依赖链矿走带进行工作,False,0.7
resource_role_relation_576,detailed_14,detailed_44,依赖,0.6,乡祭/里正依赖链矿走带进行工作,False,0.7
resource_role_relation_577,detailed_15,detailed_44,依赖,0.6,被降等的黑籍户依赖链矿走带进行工作,False,0.7
resource_role_relation_578,detailed_16,detailed_44,依赖,0.6,税收官依赖链矿走带进行工作,False,0.7
resource_role_relation_579,detailed_17,detailed_44,依赖,0.6,链籍官依赖链矿走带进行工作,False,0.7
resource_role_relation_580,detailed_18,detailed_44,依赖,0.6,地方领主依赖链矿走带进行工作,False,0.7
resource_role_relation_581,detailed_19,detailed_44,依赖,0.6,民兵组织依赖链矿走带进行工作,False,0.7
resource_role_relation_582,detailed_32,detailed_44,依赖,0.6,评印院执事依赖链矿走带进行工作,False,0.7
resource_role_relation_583,detailed_33,detailed_44,依赖,0.6,链算所监理依赖链矿走带进行工作,False,0.7
resource_role_relation_584,detailed_34,detailed_44,依赖,0.6,宗匠依赖链矿走带进行工作,False,0.7
resource_role_relation_585,detailed_35,detailed_44,依赖,0.6,公会头人依赖链矿走带进行工作,False,0.7
resource_role_relation_586,detailed_36,detailed_44,依赖,0.6,器械师依赖链矿走带进行工作,False,0.7
resource_role_relation_587,detailed_37,detailed_44,依赖,0.6,评印官依赖链矿走带进行工作,False,0.7
resource_role_relation_588,detailed_38,detailed_44,依赖,0.6,学徒候选人依赖链矿走带进行工作,False,0.7
resource_role_relation_589,detailed_39,detailed_44,依赖,0.6,贸易商依赖链矿走带进行工作,False,0.7
resource_role_relation_590,detailed_52,detailed_44,依赖,0.6,军镇都尉依赖链矿走带进行工作,False,0.7
resource_role_relation_591,detailed_53,detailed_44,依赖,0.6,断链祭司依赖链矿走带进行工作,False,0.7
resource_role_relation_592,detailed_54,detailed_44,依赖,0.6,部落首领依赖链矿走带进行工作,False,0.7
resource_role_relation_593,detailed_55,detailed_44,依赖,0.6,天域密探依赖链矿走带进行工作,False,0.7
resource_role_relation_594,detailed_56,detailed_44,依赖,0.6,边防军官依赖链矿走带进行工作,False,0.7
resource_role_relation_595,detailed_57,detailed_44,依赖,0.6,走私头目依赖链矿走带进行工作,False,0.7
resource_role_relation_596,detailed_58,detailed_44,依赖,0.6,边境商人依赖链矿走带进行工作,False,0.7
resource_role_relation_597,detailed_59,detailed_44,依赖,0.6,流民组织依赖链矿走带进行工作,False,0.7
resource_role_relation_598,detailed_12,detailed_45,依赖,0.6,巡链官依赖护运与治安进行工作,False,0.7
resource_role_relation_599,detailed_13,detailed_45,依赖,0.6,缚司依赖护运与治安进行工作,False,0.7
resource_role_relation_600,detailed_14,detailed_45,依赖,0.6,乡祭/里正依赖护运与治安进行工作,False,0.7
resource_role_relation_601,detailed_15,detailed_45,依赖,0.6,被降等的黑籍户依赖护运与治安进行工作,False,0.7
resource_role_relation_602,detailed_16,detailed_45,依赖,0.6,税收官依赖护运与治安进行工作,False,0.7
resource_role_relation_603,detailed_17,detailed_45,依赖,0.6,链籍官依赖护运与治安进行工作,False,0.7
resource_role_relation_604,detailed_18,detailed_45,依赖,0.6,地方领主依赖护运与治安进行工作,False,0.7
resource_role_relation_605,detailed_19,detailed_45,依赖,0.6,民兵组织依赖护运与治安进行工作,False,0.7
resource_role_relation_606,detailed_32,detailed_45,依赖,0.6,评印院执事依赖护运与治安进行工作,False,0.7
resource_role_relation_607,detailed_33,detailed_45,依赖,0.6,链算所监理依赖护运与治安进行工作,False,0.7
resource_role_relation_608,detailed_34,detailed_45,依赖,0.6,宗匠依赖护运与治安进行工作,False,0.7
resource_role_relation_609,detailed_35,detailed_45,依赖,0.6,公会头人依赖护运与治安进行工作,False,0.7
resource_role_relation_610,detailed_36,detailed_45,依赖,0.6,器械师依赖护运与治安进行工作,False,0.7
resource_role_relation_611,detailed_37,detailed_45,依赖,0.6,评印官依赖护运与治安进行工作,False,0.7
resource_role_relation_612,detailed_38,detailed_45,依赖,0.6,学徒候选人依赖护运与治安进行工作,False,0.7
resource_role_relation_613,detailed_39,detailed_45,依赖,0.6,贸易商依赖护运与治安进行工作,False,0.7
resource_role_relation_614,detailed_52,detailed_45,依赖,0.6,军镇都尉依赖护运与治安进行工作,False,0.7
resource_role_relation_615,detailed_53,detailed_45,依赖,0.6,断链祭司依赖护运与治安进行工作,False,0.7
resource_role_relation_616,detailed_54,detailed_45,依赖,0.6,部落首领依赖护运与治安进行工作,False,0.7
resource_role_relation_617,detailed_55,detailed_45,依赖,0.6,天域密探依赖护运与治安进行工作,False,0.7
resource_role_relation_618,detailed_56,detailed_45,依赖,0.6,边防军官依赖护运与治安进行工作,False,0.7
resource_role_relation_619,detailed_57,detailed_45,依赖,0.6,走私头目依赖护运与治安进行工作,False,0.7
resource_role_relation_620,detailed_58,detailed_45,依赖,0.6,边境商人依赖护运与治安进行工作,False,0.7
resource_role_relation_621,detailed_59,detailed_45,依赖,0.6,流民组织依赖护运与治安进行工作,False,0.7
law_role_relation_622,detailed_6,detailed_12,制约,0.5,《链籍法》制约巡链官的行为,False,0.6
law_role_relation_623,detailed_6,detailed_13,制约,0.5,《链籍法》制约缚司的行为,False,0.6
law_role_relation_624,detailed_6,detailed_14,制约,0.5,《链籍法》制约乡祭/里正的行为,False,0.6
law_role_relation_625,detailed_6,detailed_15,制约,0.5,《链籍法》制约被降等的黑籍户的行为,False,0.6
law_role_relation_626,detailed_6,detailed_16,制约,0.5,《链籍法》制约税收官的行为,False,0.6
law_role_relation_627,detailed_6,detailed_17,制约,0.5,《链籍法》制约链籍官的行为,False,0.6
law_role_relation_628,detailed_6,detailed_18,制约,0.5,《链籍法》制约地方领主的行为,False,0.6
law_role_relation_629,detailed_6,detailed_19,制约,0.5,《链籍法》制约民兵组织的行为,False,0.6
law_role_relation_630,detailed_6,detailed_32,制约,0.5,《链籍法》制约评印院执事的行为,False,0.6
law_role_relation_631,detailed_6,detailed_33,制约,0.5,《链籍法》制约链算所监理的行为,False,0.6
law_role_relation_632,detailed_6,detailed_34,制约,0.5,《链籍法》制约宗匠的行为,False,0.6
law_role_relation_633,detailed_6,detailed_35,制约,0.5,《链籍法》制约公会头人的行为,False,0.6
law_role_relation_634,detailed_6,detailed_36,制约,0.5,《链籍法》制约器械师的行为,False,0.6
law_role_relation_635,detailed_6,detailed_37,制约,0.5,《链籍法》制约评印官的行为,False,0.6
law_role_relation_636,detailed_6,detailed_38,制约,0.5,《链籍法》制约学徒候选人的行为,False,0.6
law_role_relation_637,detailed_6,detailed_39,制约,0.5,《链籍法》制约贸易商的行为,False,0.6
law_role_relation_638,detailed_6,detailed_52,制约,0.5,《链籍法》制约军镇都尉的行为,False,0.6
law_role_relation_639,detailed_6,detailed_53,制约,0.5,《链籍法》制约断链祭司的行为,False,0.6
law_role_relation_640,detailed_6,detailed_54,制约,0.5,《链籍法》制约部落首领的行为,False,0.6
law_role_relation_641,detailed_6,detailed_55,制约,0.5,《链籍法》制约天域密探的行为,False,0.6
law_role_relation_642,detailed_6,detailed_56,制约,0.5,《链籍法》制约边防军官的行为,False,0.6
law_role_relation_643,detailed_6,detailed_57,制约,0.5,《链籍法》制约走私头目的行为,False,0.6
law_role_relation_644,detailed_6,detailed_58,制约,0.5,《链籍法》制约边境商人的行为,False,0.6
law_role_relation_645,detailed_6,detailed_59,制约,0.5,《链籍法》制约流民组织的行为,False,0.6
law_role_relation_646,detailed_7,detailed_12,制约,0.5,链祭日制约巡链官的行为,False,0.6
law_role_relation_647,detailed_7,detailed_13,制约,0.5,链祭日制约缚司的行为,False,0.6
law_role_relation_648,detailed_7,detailed_14,制约,0.5,链祭日制约乡祭/里正的行为,False,0.6
law_role_relation_649,detailed_7,detailed_15,制约,0.5,链祭日制约被降等的黑籍户的行为,False,0.6
law_role_relation_650,detailed_7,detailed_16,制约,0.5,链祭日制约税收官的行为,False,0.6
law_role_relation_651,detailed_7,detailed_17,制约,0.5,链祭日制约链籍官的行为,False,0.6
law_role_relation_652,detailed_7,detailed_18,制约,0.5,链祭日制约地方领主的行为,False,0.6
law_role_relation_653,detailed_7,detailed_19,制约,0.5,链祭日制约民兵组织的行为,False,0.6
law_role_relation_654,detailed_7,detailed_32,制约,0.5,链祭日制约评印院执事的行为,False,0.6
law_role_relation_655,detailed_7,detailed_33,制约,0.5,链祭日制约链算所监理的行为,False,0.6
law_role_relation_656,detailed_7,detailed_34,制约,0.5,链祭日制约宗匠的行为,False,0.6
law_role_relation_657,detailed_7,detailed_35,制约,0.5,链祭日制约公会头人的行为,False,0.6
law_role_relation_658,detailed_7,detailed_36,制约,0.5,链祭日制约器械师的行为,False,0.6
law_role_relation_659,detailed_7,detailed_37,制约,0.5,链祭日制约评印官的行为,False,0.6
law_role_relation_660,detailed_7,detailed_38,制约,0.5,链祭日制约学徒候选人的行为,False,0.6
law_role_relation_661,detailed_7,detailed_39,制约,0.5,链祭日制约贸易商的行为,False,0.6
law_role_relation_662,detailed_7,detailed_52,制约,0.5,链祭日制约军镇都尉的行为,False,0.6
law_role_relation_663,detailed_7,detailed_53,制约,0.5,链祭日制约断链祭司的行为,False,0.6
law_role_relation_664,detailed_7,detailed_54,制约,0.5,链祭日制约部落首领的行为,False,0.6
law_role_relation_665,detailed_7,detailed_55,制约,0.5,链祭日制约天域密探的行为,False,0.6
law_role_relation_666,detailed_7,detailed_56,制约,0.5,链祭日制约边防军官的行为,False,0.6
law_role_relation_667,detailed_7,detailed_57,制约,0.5,链祭日制约走私头目的行为,False,0.6
law_role_relation_668,detailed_7,detailed_58,制约,0.5,链祭日制约边境商人的行为,False,0.6
law_role_relation_669,detailed_7,detailed_59,制约,0.5,链祭日制约流民组织的行为,False,0.6
law_role_relation_670,detailed_8,detailed_12,制约,0.5,新生链测制约巡链官的行为,False,0.6
law_role_relation_671,detailed_8,detailed_13,制约,0.5,新生链测制约缚司的行为,False,0.6
law_role_relation_672,detailed_8,detailed_14,制约,0.5,新生链测制约乡祭/里正的行为,False,0.6
law_role_relation_673,detailed_8,detailed_15,制约,0.5,新生链测制约被降等的黑籍户的行为,False,0.6
law_role_relation_674,detailed_8,detailed_16,制约,0.5,新生链测制约税收官的行为,False,0.6
law_role_relation_675,detailed_8,detailed_17,制约,0.5,新生链测制约链籍官的行为,False,0.6
law_role_relation_676,detailed_8,detailed_18,制约,0.5,新生链测制约地方领主的行为,False,0.6
law_role_relation_677,detailed_8,detailed_19,制约,0.5,新生链测制约民兵组织的行为,False,0.6
law_role_relation_678,detailed_8,detailed_32,制约,0.5,新生链测制约评印院执事的行为,False,0.6
